geohash,hour,day_of_week,demand
qp02z9,10,6,0.0616964268221054
qp02z9,11,6,0.057288542913362876
qp02z9,12,6,0.0255146368584937
qp02z9,13,6,0.02282166601224105
qp02z9,14,6,0.028931255302450203
qp02z9,15,6,0.0417275063270724
qp02z9,23,6,0.0325271489256038
qp02zc,1,0,0.0094839856740098
qp02zc,1,6,0.0381910986757253
qp02zc,2,6,0.0153054842507699
qp02zc,3,6,0.09059753107425987
qp02zc,4,6,0.08291465335350655
qp02zc,5,6,0.04355199217695543
qp02zc,6,6,0.06841172431466255
qp02zc,7,6,0.030720815765968027
qp02zc,8,6,0.04991958524095705
qp02zc,9,6,0.10690569074877287
qp02zc,10,6,0.01881963090016405
qp02zc,11,6,0.026851375492879852
qp02zc,12,6,0.050321093842427854
qp02zc,13,6,0.0158287282809946
qp02zc,14,6,0.01312976599631865
qp02zd,0,0,0.08115752077318329
qp02zd,0,6,0.04402147455736166
qp02zd,1,0,0.06201165703706745
qp02zd,1,6,0.0666728309444592
qp02zd,2,0,0.051124959264486
qp02zd,2,6,0.06351086892035844
qp02zd,3,6,0.07146234943107962
qp02zd,4,6,0.07745091822740617
qp02zd,5,6,0.031123131167768
qp02zd,6,6,0.051446379148984804
qp02zd,7,6,0.054316167487678875
qp02zd,8,6,0.05089355881050903
qp02zd,9,6,0.040537684552829946
qp02zd,10,6,0.06267331205863022
qp02zd,11,6,0.04670766827806986
qp02zd,12,6,0.051573197227973426
qp02zd,13,6,0.021910813062469024
qp02zd,14,6,0.0102365177485616
qp02ze,0,0,0.0607542089204351
qp02ze,0,6,0.0172318204900347
qp02ze,1,0,0.04123560830776675
qp02ze,1,6,0.042286463186249096
qp02ze,2,0,0.1308131505328776
qp02ze,2,6,0.20426789879735843
qp02ze,3,6,0.10240983043638473
qp02ze,4,6,0.08358723977502848
qp02ze,5,6,0.10379445637590823
qp02ze,6,6,0.09053509479615905
qp02ze,7,6,0.09163580425217398
qp02ze,8,6,0.15345346719598058
qp02ze,9,6,0.03214901581774783
qp02ze,10,6,0.07208578914780704
qp02ze,11,6,0.12228909550911472
qp02ze,12,6,0.0707566834571087
qp02ze,13,6,0.050556464231069735
qp02ze,23,6,0.0516224760389296
qp02zf,1,0,0.0176329547537512
qp02zf,1,6,0.014226294464917001
qp02zf,10,6,0.0062501576245411
qp02zg,0,0,0.0463861120921818
qp02zg,0,6,0.0079204593362086
qp02zg,1,0,0.044542146421833795
qp02zg,1,6,0.03552451761655355
qp02zg,2,6,0.0678431913827911
qp02zg,3,6,0.060213758101319924
qp02zg,4,6,0.05694502663384717
qp02zg,5,6,0.0510590027477571
qp02zg,6,6,0.0301650961228471
qp02zg,7,6,0.0432117029580425
qp02zg,8,6,0.0352940839854826
qp02zg,9,6,0.0264401279226587
qp02zg,10,6,0.0525943546897005
qp02zg,11,6,0.062428704021014525
qp02zg,12,6,0.028321987555458835
qp02zg,13,6,0.0176314857425541
qp02zg,14,6,0.0149326725127885
qp02zh,0,0,0.0153896615386576
qp02zh,0,6,0.006468013257078
qp02zh,1,0,0.03504662685384835
qp02zh,1,6,0.00908330835281555
qp02zh,2,6,0.020220679872093097
qp02zh,3,6,0.0160679509334949
qp02zh,4,6,0.06827003226761585
qp02zh,5,6,0.09209551671751535
qp02zh,6,6,0.08386985027435502
qp02zh,7,6,0.24347382521055058
qp02zh,8,6,0.1627802231775759
qp02zh,9,6,0.20992812812153147
qp02zh,10,6,0.19870622934427942
qp02zh,11,6,0.31282928847531466
qp02zh,12,6,0.2746480009800423
qp02zh,13,6,0.1992569503385181
qp02zh,14,6,0.10586277861963345
qp02zh,15,6,0.024475941421177535
qp02zj,0,0,0.023190537759666
qp02zj,0,6,0.00845979468411445
qp02zj,1,0,0.0064829175295484
qp02zj,1,6,0.0214526616738875
qp02zj,2,0,0.0640388272467326
qp02zj,2,6,0.20090578814869886
qp02zj,3,6,0.20267848421377999
qp02zj,4,6,0.2874499329406477
qp02zj,5,6,0.34665844219172387
qp02zj,6,6,0.29587710109194343
qp02zj,7,6,0.22983871548849888
qp02zj,8,6,0.20790368653630284
qp02zj,9,6,0.15550844589956037
qp02zj,10,6,0.19633505336218277
qp02zj,11,6,0.18208873955629634
qp02zj,12,6,0.1717118533140033
qp02zj,13,6,0.17818351210953334
qp02zj,14,6,0.02843039604634095
qp02zj,15,6,0.0536019613105092
qp02zk,0,0,0.0242511699666067
qp02zk,1,0,0.0587217556963792
qp02zk,1,6,0.04049567121208875
qp02zk,2,0,7.981559426582837e-07
qp02zk,2,6,0.023861152909444648
qp02zk,4,6,0.04282454587627566
qp02zk,5,6,0.04289707617133973
qp02zk,6,6,0.03078831822287113
qp02zk,7,6,0.0474497174988439
qp02zk,8,6,0.031879690141429766
qp02zk,9,6,0.0709527306540174
qp02zk,10,6,0.01723760857566305
qp02zk,11,6,0.0827954245174474
qp02zk,12,6,0.0507551917307462
qp02zk,13,6,0.0123686391387441
qp02zm,0,0,0.01161088048722055
qp02zm,0,6,0.027153610661259
qp02zm,1,0,0.0032073970648530004
qp02zm,1,6,0.0801232703416093
qp02zm,2,6,0.08869730694276169
qp02zm,3,6,0.0698331359075679
qp02zm,4,6,0.043924651212996234
qp02zm,5,6,0.042772356887981075
qp02zm,6,6,0.08608837593461047
qp02zm,7,6,0.085940114758238
qp02zm,8,6,0.06283612056642846
qp02zm,9,6,0.03407443164048216
qp02zm,10,6,0.11951105060327526
qp02zm,11,6,0.13585486434715205
qp02zm,12,6,0.0497563737320586
qp02zm,13,6,0.10193211184088168
qp02zm,14,6,0.0063376637462577
qp02zm,15,6,0.0276144011813223
qp02zn,0,0,0.0212831798880489
qp02zn,1,0,0.0203323304790647
qp02zn,1,6,0.031059755736736375
qp02zn,2,0,0.1296484801214828
qp02zn,2,6,0.08878409072047225
qp02zn,3,6,0.09747096391527181
qp02zn,4,6,0.2400823801393837
qp02zn,5,6,0.1575091952212588
qp02zn,6,6,0.18113800621493933
qp02zn,7,6,0.13047463181425314
qp02zn,8,6,0.10068769645006242
qp02zn,9,6,0.1616868458309796
qp02zn,10,6,0.13821766702350685
qp02zn,11,6,0.20704098315066463
qp02zn,12,6,0.17766409568065292
qp02zn,13,6,0.16277687232927018
qp02zn,14,6,0.03662262546262525
qp02zp,0,0,0.048944465228300704
qp02zp,0,6,0.0477179222261441
qp02zp,1,0,0.03821105190349
qp02zp,1,6,0.022905814897525877
qp02zp,2,0,0.0298950778336905
qp02zp,2,6,0.10214354122424625
qp02zp,3,6,0.10638876552731655
qp02zp,4,6,0.18203531523276337
qp02zp,5,6,0.12331663706268112
qp02zp,6,6,0.12480881227222522
qp02zp,7,6,0.1399643225315278
qp02zp,8,6,0.06722162764450268
qp02zp,9,6,0.0817492053527896
qp02zp,10,6,0.09624934503970703
qp02zp,11,6,0.10809571477013061
qp02zp,12,6,0.11584279629672078
qp02zp,13,6,0.124940803960991
qp02zp,14,6,0.0018672042961715
qp02zp,22,6,0.0043426056422175
qp02zq,0,6,0.0207462300111395
qp02zq,1,6,0.0091805620060048
qp02zq,2,0,0.0686328249171207
qp02zq,2,6,0.042431720651155753
qp02zq,3,6,0.05605966790690167
qp02zq,4,6,0.017119661764182264
qp02zq,5,6,0.028848405595115104
qp02zq,6,6,0.01498510340938085
qp02zq,7,6,0.02476920465140395
qp02zq,8,6,0.0142641759795771
qp02zq,9,6,0.0227481433754078
qp02zq,10,6,0.0293297901011154
qp02zq,11,6,0.03356334622827122
qp02zq,12,6,0.02507210762514945
qp02zq,13,6,0.0270964700995848
qp02zr,0,0,0.0112836166247155
qp02zr,0,6,0.04275766947348664
qp02zr,1,0,0.04333584834447455
qp02zr,1,6,0.01719417605356055
qp02zr,2,0,0.0219500867454334
qp02zr,2,6,0.16636640793682556
qp02zr,3,6,0.17860472734092958
qp02zr,4,6,0.14344182648484338
qp02zr,5,6,0.16382506448383768
qp02zr,6,6,0.1909300348437152
qp02zr,7,6,0.15096472663996785
qp02zr,8,6,0.11032846976144894
qp02zr,9,6,0.18549078166593022
qp02zr,10,6,0.22373922640949612
qp02zr,11,6,0.3410709543377586
qp02zr,12,6,0.22683261679797764
qp02zr,13,6,0.09735584946039692
qp02zr,14,6,0.073213639365228
qp02zr,15,6,0.0490667816531177
qp02zs,0,0,0.0019722454194539
qp02zs,0,6,0.049089529680064
qp02zs,1,0,0.034723132970759164
qp02zs,1,6,0.0289180249808592
qp02zs,2,6,0.08504961453489958
qp02zs,3,6,0.10569830524214492
qp02zs,4,6,0.05009119417534795
qp02zs,5,6,0.053280534042327576
qp02zs,6,6,0.10597524984766893
qp02zs,7,6,0.07447170437974643
qp02zs,8,6,0.11588912949338037
qp02zs,9,6,0.04232412294600828
qp02zs,10,6,0.08183510491687518
qp02zs,11,6,0.11710728136682172
qp02zs,12,6,0.05783704187970892
qp02zs,13,6,0.05723926292099452
qp02zs,14,6,0.01143453425042985
qp02zt,0,0,0.11336385483857207
qp02zt,0,6,0.16863272952331512
qp02zt,1,0,0.15003232578564835
qp02zt,1,6,0.1988586185375423
qp02zt,2,0,0.0350863117277687
qp02zt,2,6,0.1840901072725093
qp02zt,3,6,0.24840361961613744
qp02zt,4,6,0.3293384361791771
qp02zt,5,6,0.26103416586011263
qp02zt,6,6,0.35651467383244606
qp02zt,7,6,0.312809795210534
qp02zt,8,6,0.3471738421761931
qp02zt,9,6,0.23173676968367227
qp02zt,10,6,0.21955961875186228
qp02zt,11,6,0.29786714540919
qp02zt,12,6,0.3153247085029258
qp02zt,13,6,0.23844131591040585
qp02zt,14,6,0.16269081809542085
qp02zt,15,6,0.17522982657398808
qp02zt,16,6,0.12424503485111149
qp02zt,17,6,0.1159313965593328
qp02zt,18,6,0.055223435371847124
qp02zt,19,6,0.01249478779631125
qp02zt,23,6,0.04704906949856415
qp02zu,0,0,0.0195683636039958
qp02zu,1,6,0.010382652659417
qp02zu,2,6,0.0071796946577371
qp02zu,3,6,0.03647336360028943
qp02zu,4,6,0.061466343754246026
qp02zu,5,6,0.08519095103011873
qp02zu,6,6,0.040898146189883675
qp02zu,7,6,0.058097243879605874
qp02zu,8,6,0.015504445103866366
qp02zu,9,6,0.0160997079754797
qp02zu,10,6,0.0242425795852077
qp02zu,11,6,0.033728830339452426
qp02zu,12,6,0.0564869577810325
qp02zu,13,6,0.0377420172878855
qp02zu,14,6,0.0561872860397442
qp02zu,15,6,0.031012682067367348
qp02zv,0,0,0.0257981405109912
qp02zv,0,6,0.030389138649086867
qp02zv,1,0,0.0387508547819998
qp02zv,1,6,0.0290748752349369
qp02zv,2,0,0.0134392554075521
qp02zv,2,6,0.032681510849689864
qp02zv,3,6,0.00319130682894905
qp02zv,4,6,0.09136784689545045
qp02zv,5,6,0.12112662127311433
qp02zv,6,6,0.21919346984387983
qp02zv,7,6,0.1303873017115972
qp02zv,8,6,0.1168110275924517
qp02zv,9,6,0.0675714076506739
qp02zv,10,6,0.084804275637852
qp02zv,11,6,0.04756915874408241
qp02zv,12,6,0.0104153892117517
qp02zw,0,0,0.09573532608031401
qp02zw,0,6,0.04521668067233965
qp02zw,1,0,0.2793095373552939
qp02zw,1,6,0.16648105673437052
qp02zw,2,0,0.3882588606943685
qp02zw,2,6,0.33647440565218933
qp02zw,3,6,0.5431011793912142
qp02zw,4,6,0.777248647900616
qp02zw,5,6,0.6467753409823767
qp02zw,6,6,0.680916929837934
qp02zw,7,6,0.6191093365011924
qp02zw,8,6,0.6837653726731747
qp02zw,9,6,0.7057796715870698
qp02zw,10,6,0.7027833733473332
qp02zw,11,6,0.8313848534159658
qp02zw,12,6,0.8609386566083493
qp02zw,13,6,0.887004627154226
qp02zw,14,6,0.49811613397689836
qp02zw,15,6,0.238126028269366
qp02zw,17,6,0.009803881023622
qp02zw,18,6,0.0366490436849294
qp02zw,22,6,0.0197326552949603
qp02zw,23,6,0.0189677755266679
qp02zx,0,0,0.10246245576678585
qp02zx,0,6,0.05995582189268067
qp02zx,1,0,0.07320039916149934
qp02zx,1,6,0.12599434746355456
qp02zx,2,0,0.1508781533789205
qp02zx,2,6,0.10254695698319705
qp02zx,3,6,0.3706706038972758
qp02zx,4,6,0.431759490891343
qp02zx,5,6,0.46409853868084683
qp02zx,6,6,0.4935446289768319
qp02zx,7,6,0.35602000593946315
qp02zx,8,6,0.3360632607798988
qp02zx,9,6,0.4319325868201977
qp02zx,10,6,0.5263448209122255
qp02zx,11,6,0.6214726070950713
qp02zx,12,6,0.6501184763929606
qp02zx,13,6,0.5418908039492903
qp02zx,14,6,0.31383072657209593
qp02zx,15,6,0.15992012779213532
qp02zx,16,6,0.1251320816276429
qp02zx,17,6,0.0247708781464045
qp02zx,22,6,0.03274371155848875
qp02zx,23,6,0.031257734891606694
qp02zy,0,0,0.07716205845574906
qp02zy,0,6,0.08324283043072553
qp02zy,1,0,0.0719269755318446
qp02zy,1,6,0.1184379078392212
qp02zy,2,0,0.0659656512227825
qp02zy,2,6,0.1842609337102942
qp02zy,3,6,0.13906072290353294
qp02zy,4,6,0.21295721430617895
qp02zy,5,6,0.14936259550565967
qp02zy,6,6,0.16794568751179292
qp02zy,7,6,0.11287975148848166
qp02zy,8,6,0.14987362033309853
qp02zy,9,6,0.16426839150878253
qp02zy,10,6,0.1429143081497053
qp02zy,11,6,0.2054092312475972
qp02zy,12,6,0.20892360672076027
qp02zy,13,6,0.11227143714184185
qp02zy,14,6,0.08042357748654283
qp02zy,15,6,0.00314315094873955
qp02zy,23,6,0.0253509611128749
qp02zz,0,0,0.1698916389686561
qp02zz,0,6,0.2552605750397785
qp02zz,1,0,0.2892470743157701
qp02zz,1,6,0.3354408109984305
qp02zz,2,0,0.4411189435031649
qp02zz,2,6,0.3778394509689917
qp02zz,3,6,0.38827541492579815
qp02zz,4,6,0.4656175865263947
qp02zz,5,6,0.37121722096764
qp02zz,6,6,0.45585602497696565
qp02zz,7,6,0.420390333803063
qp02zz,8,6,0.31722023426387025
qp02zz,9,6,0.3731835620069114
qp02zz,10,6,0.5410701408488923
qp02zz,11,6,0.5704516718959067
qp02zz,12,6,0.5536244262553442
qp02zz,13,6,0.4571969018676265
qp02zz,14,6,0.2749083524105278
qp02zz,15,6,0.22958611407365367
qp02zz,16,6,0.24088684972312713
qp02zz,17,6,0.11084469266955775
qp02zz,18,6,0.04484429811035514
qp02zz,19,6,0.0835012036548213
qp02zz,22,6,0.06904411251210053
qp02zz,23,6,0.11561803551996175
qp03jq,0,0,0.018954786543640224
qp03jq,0,6,0.01666385145737185
qp03jq,1,0,0.03108783342285585
qp03jq,1,6,0.020041275615083374
qp03jq,2,0,0.027282555129741
qp03jq,2,6,0.019190632466416897
qp03jq,3,6,0.0307744805887078
qp03jq,4,6,0.028491430803920748
qp03jq,5,6,0.04158721294317597
qp03jq,6,6,0.032220237804468276
qp03jq,7,6,0.04089702231870488
qp03jq,8,6,0.03776366946504647
qp03jq,9,6,0.0417330561237322
qp03jq,10,6,0.03213153118568057
qp03jq,11,6,0.021960985678897302
qp03jq,12,6,0.029918885254753724
qp03jq,13,6,0.0457886812079479
qp03jq,14,6,0.029761293335865073
qp03jq,15,6,0.011942464362582825
qp03jq,16,6,0.002351900246667
qp03jq,17,6,0.009250439272698
qp03jq,19,6,0.020925837692497
qp03jq,20,6,0.01254981963784935
qp03jq,21,6,0.016428487981855276
qp03jq,22,6,0.0139942475595796
qp03jq,23,6,0.030066664923715847
qp03jr,0,0,0.03761184134642705
qp03jr,0,6,0.010363786689515125
qp03jr,1,0,0.0380905616810323
qp03jr,1,6,0.013575636342739275
qp03jr,2,0,0.0233153096615602
qp03jr,2,6,0.02341468698903785
qp03jr,3,6,0.0266879531624589
qp03jr,4,6,0.023910450334035202
qp03jr,5,6,0.0222484614295906
qp03jr,6,6,0.03480697578240685
qp03jr,7,6,0.024093007975141776
qp03jr,8,6,0.0378367568995904
qp03jr,9,6,0.0240681746423704
qp03jr,10,6,0.019348130654738175
qp03jr,11,6,0.03646622642910055
qp03jr,12,6,0.014991297129625
qp03jr,13,6,0.030716429820183824
qp03jr,14,6,0.030453779150111774
qp03jr,15,6,0.0086649211117612
qp03jr,16,6,0.0051597474109151
qp03jr,18,6,0.00250219318356605
qp03jr,19,6,0.0010965402764966
qp03jr,20,6,0.020650474771880666
qp03jr,21,6,0.01298583612436955
qp03jr,22,6,0.026375317091018972
qp03jr,23,6,0.015480581549791126
qp03jw,0,0,0.02159035055618425
qp03jw,0,6,0.020956263569808772
qp03jw,1,0,0.019073831637717975
qp03jw,1,6,0.012964107025464425
qp03jw,2,0,0.0302480874448326
qp03jw,2,6,0.03830545646395415
qp03jw,3,6,0.0252307857864127
qp03jw,4,6,0.03565779069623975
qp03jw,5,6,0.050566374412302224
qp03jw,6,6,0.0338905562119907
qp03jw,7,6,0.0312443883549248
qp03jw,8,6,0.026664716718473626
qp03jw,9,6,0.021099355511771174
qp03jw,10,6,0.0387962029757176
qp03jw,11,6,0.024866904435793376
qp03jw,12,6,0.030221330523075976
qp03jw,13,6,0.0312042653497771
qp03jw,14,6,0.03248053799242065
qp03jw,15,6,0.016660822881318874
qp03jw,16,6,0.011112181413379267
qp03jw,17,6,0.0050213323960383
qp03jw,19,6,0.0106489175251654
qp03jw,20,6,0.0106169743567511
qp03jw,21,6,0.019966170221530674
qp03jw,22,6,0.027850570557585552
qp03jw,23,6,0.03447429136146325
qp03jx,0,0,0.00602807985854235
qp03jx,0,6,0.019589571528355824
qp03jx,1,0,0.02079583439392505
qp03jx,1,6,0.00745340540703695
qp03jx,2,0,0.015404135456065
qp03jx,2,6,0.009659543273390834
qp03jx,3,6,0.0328121243004986
qp03jx,4,6,0.018453202373193776
qp03jx,5,6,0.018112496557434528
qp03jx,6,6,0.048071016492579076
qp03jx,7,6,0.0311257962776726
qp03jx,8,6,0.0252011279164516
qp03jx,9,6,0.0176125877011187
qp03jx,10,6,0.0198200371012682
qp03jx,11,6,0.02006934335704455
qp03jx,12,6,0.028984044127124298
qp03jx,13,6,0.0419246700825505
qp03jx,14,6,0.027510060587633802
qp03jx,15,6,0.02382133331797005
qp03jx,16,6,0.01948882714288195
qp03jx,17,6,0.020896106869027598
qp03jx,18,6,0.0059702921811993
qp03jx,19,6,0.006297029394759567
qp03jx,20,6,0.0023611180254125
qp03jx,21,6,0.0237947418455749
qp03jx,22,6,0.01927022980833945
qp03jx,23,6,0.030195550771385474
qp03jy,0,0,0.025955787913700977
qp03jy,0,6,0.017553733732653974
qp03jy,1,0,0.029091233183211253
qp03jy,1,6,0.019894309073795427
qp03jy,2,0,0.025970697140643
qp03jy,2,6,0.038767655877717425
qp03jy,3,6,0.06038384380784523
qp03jy,4,6,0.04908016437535152
qp03jy,5,6,0.05288025572344645
qp03jy,6,6,0.0494202382477186
qp03jy,7,6,0.040126594006120876
qp03jy,8,6,0.020942196722934875
qp03jy,9,6,0.01864701592659105
qp03jy,10,6,0.03148149823090985
qp03jy,11,6,0.022049465018259475
qp03jy,12,6,0.0287836996591825
qp03jy,13,6,0.03043080178907625
qp03jy,14,6,0.013180845780183525
qp03jy,15,6,0.012168431787927368
qp03jy,16,6,0.006168580790995267
qp03jy,17,6,0.0002811403737428
qp03jy,20,6,0.0035921392821137
qp03jy,21,6,0.029398448833542524
qp03jy,22,6,0.053103270689131524
qp03jy,23,6,0.03948422897448482
qp03jz,0,0,0.023748450399641373
qp03jz,0,6,0.011300818422321335
qp03jz,1,0,0.021392537582795034
qp03jz,1,6,0.012054051122251351
qp03jz,2,0,0.0057151390506184
qp03jz,2,6,0.0339059663322346
qp03jz,3,6,0.018069818218438574
qp03jz,4,6,0.02451314848845865
qp03jz,5,6,0.03921325648689762
qp03jz,6,6,0.0326718359938744
qp03jz,7,6,0.04137780121603805
qp03jz,8,6,0.0455538331660439
qp03jz,9,6,0.03763884215584307
qp03jz,10,6,0.033484747441882345
qp03jz,11,6,0.0393793557008378
qp03jz,12,6,0.014790467796025967
qp03jz,13,6,0.04636062981489612
qp03jz,14,6,0.026138272676093824
qp03jz,15,6,0.024951943486910974
qp03jz,16,6,0.015576937564914467
qp03jz,17,6,0.0120299066749909
qp03jz,18,6,0.003079756518187
qp03jz,20,6,0.00656896551869365
qp03jz,21,6,0.0116540273201928
qp03jz,22,6,0.036442667823491245
qp03jz,23,6,0.038199327728952
qp03m2,0,0,0.025197185092563676
qp03m2,0,6,0.00758719020535405
qp03m2,1,0,0.0153757348191211
qp03m2,1,6,0.006633077125508434
qp03m2,2,0,0.0053262099449407
qp03m2,2,6,0.02025589214994025
qp03m2,3,6,0.0238230043512985
qp03m2,4,6,0.017752157814322024
qp03m2,5,6,0.01978828654224905
qp03m2,6,6,0.010739208463021526
qp03m2,7,6,0.008668357417399526
qp03m2,8,6,0.0141425145468138
qp03m2,9,6,0.013941554259512165
qp03m2,10,6,0.01760197966608755
qp03m2,11,6,0.012199603541282
qp03m2,12,6,0.026277189291146776
qp03m2,13,6,0.04019164532447338
qp03m2,14,6,0.022989584351266898
qp03m2,15,6,0.014461850213699948
qp03m2,16,6,0.00996539641708075
qp03m2,17,6,0.0146254246337494
qp03m2,19,6,0.0036518137029376
qp03m2,20,6,0.009300583511554134
qp03m2,21,6,0.013272612599977167
qp03m2,22,6,0.016467511374678633
qp03m2,23,6,0.017658549550391374
qp03m3,0,0,0.015306777280949549
qp03m3,0,6,0.0094963008560675
qp03m3,1,0,0.0104153092980516
qp03m3,1,6,0.0029843679499578497
qp03m3,2,6,0.0082314749456961
qp03m3,3,6,0.014022542948834475
qp03m3,4,6,0.01378292017541835
qp03m3,5,6,0.00893367125920565
qp03m3,6,6,0.011434061018863474
qp03m3,7,6,0.0191244941177806
qp03m3,8,6,0.010410719640784
qp03m3,9,6,0.0088201675105559
qp03m3,10,6,0.0134561004284866
qp03m3,11,6,0.0022382902045024002
qp03m3,12,6,0.011987802588584348
qp03m3,13,6,0.009321768851991576
qp03m3,14,6,0.0014177422349049
qp03m3,15,6,0.0200531440730204
qp03m3,16,6,0.0019796363488589
qp03m3,19,6,0.0105693996670975
qp03m3,21,6,0.00714768619654
qp03m3,22,6,0.01483427747197905
qp03m3,23,6,0.0042236598134139
qp03m6,0,0,0.0563855612332074
qp03m6,0,6,0.0089268916083746
qp03m6,1,0,0.06030333245711547
qp03m6,1,6,0.013854720497654925
qp03m6,2,0,0.0423621343799248
qp03m6,2,6,0.0250874958828033
qp03m6,3,6,0.05022841938031423
qp03m6,4,6,0.050750741413397124
qp03m6,5,6,0.06834315043591453
qp03m6,6,6,0.08331613771218502
qp03m6,7,6,0.11150612004517697
qp03m6,8,6,0.11533694128442802
qp03m6,9,6,0.11536265238311663
qp03m6,10,6,0.10053872714588212
qp03m6,11,6,0.11040002570506366
qp03m6,12,6,0.09715248827391193
qp03m6,13,6,0.07658204181878167
qp03m6,14,6,0.05125567740465922
qp03m6,15,6,0.01792847968634575
qp03m6,16,6,0.005487843660492825
qp03m6,17,6,0.0013678733646218
qp03m6,18,6,0.002870257110668567
qp03m6,19,6,0.004113674604136999
qp03m6,20,6,0.01001875980847765
qp03m6,21,6,0.040606460104856024
qp03m6,22,6,0.07808373582458272
qp03m6,23,6,0.08058796629597363
qp03m7,0,0,0.020637016802982976
qp03m7,0,6,0.007957120937453849
qp03m7,1,0,0.017719798944968775
qp03m7,1,6,0.02020965674673375
qp03m7,2,0,0.0273669417127114
qp03m7,2,6,0.025600066700128824
qp03m7,3,6,0.011700834193802766
qp03m7,4,6,0.01976664472980745
qp03m7,5,6,0.01688482481974585
qp03m7,6,6,0.0134013702993727
qp03m7,7,6,0.0290793309597631
