geohash,hour,day_of_week,violation_count,latitude,longitude
tdr1ef,7,1,3,12.934968045829413,77.51703478167049
tdr1ef,7,2,5,12.934968045829413,77.51703478167049
tdr1ef,7,3,2,12.934968045829413,77.51703478167049
tdr1ef,7,5,5,12.934968045829413,77.51703478167049
tdr1ef,7,6,20,12.934968045829413,77.51703478167049
tdr1ef,8,0,6,12.934968045829413,77.51703478167049
tdr1ef,8,2,8,12.934968045829413,77.51703478167049
tdr1ef,8,3,3,12.934968045829413,77.51703478167049
tdr1ef,8,4,1,12.934968045829413,77.51703478167049
tdr1ef,8,5,1,12.934968045829413,77.51703478167049
tdr1ef,8,6,2,12.934968045829413,77.51703478167049
tdr1ef,9,2,1,12.934968045829413,77.51703478167049
tdr1ef,19,1,7,12.934968045829413,77.51703478167049
tdr1ef,19,2,1,12.934968045829413,77.51703478167049
tdr1ef,19,3,2,12.934968045829413,77.51703478167049
tdr1ef,20,1,1,12.934968045829413,77.51703478167049
tdr1ef,20,3,1,12.934968045829413,77.51703478167049
tdr1ef,20,5,1,12.934968045829413,77.51703478167049
tdr1ef,20,6,1,12.934968045829413,77.51703478167049
tdr1ef,21,0,1,12.934968045829413,77.51703478167049
tdr1ef,21,3,5,12.934968045829413,77.51703478167049
tdr1ef,21,5,2,12.934968045829413,77.51703478167049
tdr1ef,21,6,3,12.934968045829413,77.51703478167049
tdr1ef,22,0,5,12.934968045829413,77.51703478167049
tdr1ef,22,1,1,12.934968045829413,77.51703478167049
tdr1ef,22,2,7,12.934968045829413,77.51703478167049
tdr1ef,22,3,12,12.934968045829413,77.51703478167049
tdr1ef,22,4,5,12.934968045829413,77.51703478167049
tdr1ef,22,5,4,12.934968045829413,77.51703478167049
tdr1ef,23,1,7,12.934968045829413,77.51703478167049
tdr1ef,23,2,8,12.934968045829413,77.51703478167049
tdr1ef,23,5,6,12.934968045829413,77.51703478167049
tdr1ef,23,6,4,12.934968045829413,77.51703478167049
tdr1eg,0,2,2,12.936629149253731,77.51774607313432
tdr1eg,3,5,2,12.936629149253731,77.51774607313432
tdr1eg,3,6,3,12.936629149253731,77.51774607313432
tdr1eg,4,4,3,12.936629149253731,77.51774607313432
tdr1eg,4,5,1,12.936629149253731,77.51774607313432
tdr1eg,5,6,6,12.936629149253731,77.51774607313432
tdr1eg,6,1,1,12.936629149253731,77.51774607313432
tdr1eg,6,2,1,12.936629149253731,77.51774607313432
tdr1eg,6,3,3,12.936629149253731,77.51774607313432
tdr1eg,6,4,11,12.936629149253731,77.51774607313432
tdr1eg,6,6,8,12.936629149253731,77.51774607313432
tdr1eg,7,1,2,12.936629149253731,77.51774607313432
tdr1eg,7,4,1,12.936629149253731,77.51774607313432
tdr1eg,7,5,2,12.936629149253731,77.51774607313432
tdr1eg,7,6,6,12.936629149253731,77.51774607313432
tdr1eg,8,2,1,12.936629149253731,77.51774607313432
tdr1eg,8,5,1,12.936629149253731,77.51774607313432
tdr1eg,8,6,2,12.936629149253731,77.51774607313432
tdr1eg,19,2,2,12.936629149253731,77.51774607313432
tdr1eg,19,3,1,12.936629149253731,77.51774607313432
tdr1eg,19,5,1,12.936629149253731,77.51774607313432
tdr1eg,21,6,1,12.936629149253731,77.51774607313432
tdr1eg,22,1,2,12.936629149253731,77.51774607313432
tdr1eg,22,2,1,12.936629149253731,77.51774607313432
tdr1eg,23,1,1,12.936629149253731,77.51774607313432
tdr1eg,23,2,1,12.936629149253731,77.51774607313432
tdr1eg,23,5,1,12.936629149253731,77.51774607313432
tdr1ej,1,1,1,12.9515689,77.48028238333333
tdr1ej,8,6,1,12.9515689,77.48028238333333
tdr1ej,23,5,4,12.9515689,77.48028238333333
tdr1ek,0,3,2,12.944865457142859,77.49295478571428
tdr1ek,0,6,3,12.944865457142859,77.49295478571428
tdr1ek,1,5,1,12.944865457142859,77.49295478571428
tdr1ek,1,6,1,12.944865457142859,77.49295478571428
tdr1ek,3,5,1,12.944865457142859,77.49295478571428
tdr1ek,5,0,1,12.944865457142859,77.49295478571428
tdr1ek,5,5,9,12.944865457142859,77.49295478571428
tdr1ek,5,6,1,12.944865457142859,77.49295478571428
tdr1ek,6,1,2,12.944865457142859,77.49295478571428
tdr1ek,6,4,2,12.944865457142859,77.49295478571428
tdr1ek,6,5,2,12.944865457142859,77.49295478571428
tdr1ek,6,6,2,12.944865457142859,77.49295478571428
tdr1ek,7,1,1,12.944865457142859,77.49295478571428
tdr1ek,21,2,1,12.944865457142859,77.49295478571428
tdr1ek,21,5,1,12.944865457142859,77.49295478571428
tdr1ek,22,1,4,12.944865457142859,77.49295478571428
tdr1ek,22,4,1,12.944865457142859,77.49295478571428
tdr1ek,22,5,1,12.944865457142859,77.49295478571428
tdr1ek,23,0,1,12.944865457142859,77.49295478571428
tdr1ek,23,2,5,12.944865457142859,77.49295478571428
tdr1em,2,1,1,12.950207008648777,77.49089240022882
tdr1em,5,3,2,12.950207008648777,77.49089240022882
tdr1em,5,5,4,12.950207008648777,77.49089240022882
tdr1em,6,5,4,12.950207008648777,77.49089240022882
tdr1em,22,6,1,12.950207008648777,77.49089240022882
tdr1em,23,5,3,12.950207008648777,77.49089240022882
tdr1er,18,2,1,12.958585,77.495605
tdr1et,1,5,1,12.949510888754952,77.50154270021339
tdr1et,5,0,1,12.949510888754952,77.50154270021339
tdr1et,5,1,10,12.949510888754952,77.50154270021339
tdr1et,5,3,1,12.949510888754952,77.50154270021339
tdr1et,5,4,1,12.949510888754952,77.50154270021339
tdr1et,7,1,1,12.949510888754952,77.50154270021339
tdr1et,21,4,1,12.949510888754952,77.50154270021339
tdr1et,23,5,7,12.949510888754952,77.50154270021339
tdr1ex,2,2,1,12.960743013888889,77.5043653361111
tdr1ex,2,5,3,12.960743013888889,77.5043653361111
tdr1ex,4,5,1,12.960743013888889,77.5043653361111
tdr1ex,6,0,1,12.960743013888889,77.5043653361111
tdr1ex,6,1,1,12.960743013888889,77.5043653361111
tdr1ex,6,3,1,12.960743013888889,77.5043653361111
tdr1ex,6,5,4,12.960743013888889,77.5043653361111
tdr1ex,7,5,1,12.960743013888889,77.5043653361111
tdr1ex,8,0,1,12.960743013888889,77.5043653361111
tdr1ex,8,1,3,12.960743013888889,77.5043653361111
tdr1ex,9,2,1,12.960743013888889,77.5043653361111
tdr1ex,9,3,2,12.960743013888889,77.5043653361111
tdr1ex,20,0,1,12.960743013888889,77.5043653361111
tdr1ex,21,2,1,12.960743013888889,77.5043653361111
tdr1ex,21,3,4,12.960743013888889,77.5043653361111
tdr1ex,21,4,1,12.960743013888889,77.5043653361111
tdr1ex,21,5,1,12.960743013888889,77.5043653361111
tdr1ex,22,2,2,12.960743013888889,77.5043653361111
tdr1ex,22,5,1,12.960743013888889,77.5043653361111
tdr1ex,23,2,4,12.960743013888889,77.5043653361111
tdr1ex,23,6,1,12.960743013888889,77.5043653361111
tdr1ey,0,1,3,12.957056321176472,77.51873256352941
tdr1ey,0,5,1,12.957056321176472,77.51873256352941
tdr1ey,0,6,8,12.957056321176472,77.51873256352941
tdr1ey,1,0,3,12.957056321176472,77.51873256352941
tdr1ey,1,3,2,12.957056321176472,77.51873256352941
tdr1ey,1,6,6,12.957056321176472,77.51873256352941
tdr1ey,2,4,1,12.957056321176472,77.51873256352941
tdr1ey,2,5,2,12.957056321176472,77.51873256352941
tdr1ey,2,6,2,12.957056321176472,77.51873256352941
tdr1ey,3,3,1,12.957056321176472,77.51873256352941
tdr1ey,3,4,2,12.957056321176472,77.51873256352941
tdr1ey,4,1,1,12.957056321176472,77.51873256352941
tdr1ey,4,2,10,12.957056321176472,77.51873256352941
tdr1ey,4,3,11,12.957056321176472,77.51873256352941
tdr1ey,4,4,2,12.957056321176472,77.51873256352941
tdr1ey,4,5,7,12.957056321176472,77.51873256352941
tdr1ey,4,6,5,12.957056321176472,77.51873256352941
tdr1ey,5,0,1,12.957056321176472,77.51873256352941
tdr1ey,5,1,2,12.957056321176472,77.51873256352941
tdr1ey,5,2,2,12.957056321176472,77.51873256352941
tdr1ey,5,3,14,12.957056321176472,77.51873256352941
tdr1ey,5,4,22,12.957056321176472,77.51873256352941
tdr1ey,5,5,7,12.957056321176472,77.51873256352941
tdr1ey,5,6,4,12.957056321176472,77.51873256352941
tdr1ey,6,1,8,12.957056321176472,77.51873256352941
tdr1ey,6,2,19,12.957056321176472,77.51873256352941
tdr1ey,6,3,39,12.957056321176472,77.51873256352941
tdr1ey,6,4,17,12.957056321176472,77.51873256352941
tdr1ey,6,5,16,12.957056321176472,77.51873256352941
tdr1ey,6,6,31,12.957056321176472,77.51873256352941
tdr1ey,7,0,3,12.957056321176472,77.51873256352941
tdr1ey,7,2,20,12.957056321176472,77.51873256352941
tdr1ey,7,3,12,12.957056321176472,77.51873256352941
tdr1ey,7,4,11,12.957056321176472,77.51873256352941
tdr1ey,7,5,4,12.957056321176472,77.51873256352941
tdr1ey,7,6,21,12.957056321176472,77.51873256352941
tdr1ey,8,2,1,12.957056321176472,77.51873256352941
tdr1ey,8,3,3,12.957056321176472,77.51873256352941
tdr1ey,8,4,6,12.957056321176472,77.51873256352941
tdr1ey,8,5,5,12.957056321176472,77.51873256352941
tdr1ey,8,6,6,12.957056321176472,77.51873256352941
tdr1ey,9,0,5,12.957056321176472,77.51873256352941
tdr1ey,9,1,1,12.957056321176472,77.51873256352941
tdr1ey,9,3,1,12.957056321176472,77.51873256352941
tdr1ey,9,4,6,12.957056321176472,77.51873256352941
tdr1ey,9,5,1,12.957056321176472,77.51873256352941
tdr1ey,10,1,1,12.957056321176472,77.51873256352941
tdr1ey,18,0,2,12.957056321176472,77.51873256352941
tdr1ey,19,3,3,12.957056321176472,77.51873256352941
tdr1ey,19,5,1,12.957056321176472,77.51873256352941
tdr1ey,20,0,3,12.957056321176472,77.51873256352941
tdr1ey,20,1,1,12.957056321176472,77.51873256352941
tdr1ey,20,3,12,12.957056321176472,77.51873256352941
tdr1ey,20,5,3,12.957056321176472,77.51873256352941
tdr1ey,20,6,2,12.957056321176472,77.51873256352941
tdr1ey,21,3,10,12.957056321176472,77.51873256352941
tdr1ey,21,5,4,12.957056321176472,77.51873256352941
tdr1ey,22,0,3,12.957056321176472,77.51873256352941
tdr1ey,22,1,1,12.957056321176472,77.51873256352941
tdr1ey,22,2,1,12.957056321176472,77.51873256352941
tdr1ey,22,3,9,12.957056321176472,77.51873256352941
tdr1ey,22,4,3,12.957056321176472,77.51873256352941
tdr1ey,22,5,2,12.957056321176472,77.51873256352941
tdr1ey,23,0,4,12.957056321176472,77.51873256352941
tdr1ey,23,2,1,12.957056321176472,77.51873256352941
tdr1ey,23,5,1,12.957056321176472,77.51873256352941
tdr1ey,23,6,3,12.957056321176472,77.51873256352941
tdr1ez,0,0,1,12.960682813008829,77.5127247956778
tdr1ez,0,1,2,12.960682813008829,77.5127247956778
tdr1ez,0,2,1,12.960682813008829,77.5127247956778
tdr1ez,0,3,6,12.960682813008829,77.5127247956778
tdr1ez,0,4,6,12.960682813008829,77.5127247956778
tdr1ez,0,5,2,12.960682813008829,77.5127247956778
tdr1ez,0,6,5,12.960682813008829,77.5127247956778
tdr1ez,1,0,10,12.960682813008829,77.5127247956778
tdr1ez,1,1,4,12.960682813008829,77.5127247956778
tdr1ez,1,2,2,12.960682813008829,77.5127247956778
tdr1ez,1,4,3,12.960682813008829,77.5127247956778
tdr1ez,1,5,1,12.960682813008829,77.5127247956778
tdr1ez,1,6,5,12.960682813008829,77.5127247956778
tdr1ez,2,6,15,12.960682813008829,77.5127247956778
tdr1ez,3,1,5,12.960682813008829,77.5127247956778
tdr1ez,3,3,1,12.960682813008829,77.5127247956778
tdr1ez,3,4,2,12.960682813008829,77.5127247956778
tdr1ez,3,6,1,12.960682813008829,77.5127247956778
tdr1ez,4,2,1,12.960682813008829,77.5127247956778
tdr1ez,4,3,13,12.960682813008829,77.5127247956778
tdr1ez,4,4,3,12.960682813008829,77.5127247956778
tdr1ez,4,5,4,12.960682813008829,77.5127247956778
tdr1ez,4,6,4,12.960682813008829,77.5127247956778
tdr1ez,5,0,2,12.960682813008829,77.5127247956778
tdr1ez,5,1,15,12.960682813008829,77.5127247956778
tdr1ez,5,2,3,12.960682813008829,77.5127247956778
tdr1ez,5,3,19,12.960682813008829,77.5127247956778
tdr1ez,5,4,15,12.960682813008829,77.5127247956778
tdr1ez,5,5,27,12.960682813008829,77.5127247956778
tdr1ez,5,6,10,12.960682813008829,77.5127247956778
tdr1ez,6,0,28,12.960682813008829,77.5127247956778
tdr1ez,6,1,19,12.960682813008829,77.5127247956778
tdr1ez,6,2,5,12.960682813008829,77.5127247956778
tdr1ez,6,3,28,12.960682813008829,77.5127247956778
tdr1ez,6,4,14,12.960682813008829,77.5127247956778
